1,not_antibacterial,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
2,not_antibacterial,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
3,not_antibacterial,NC12CC3CC(CC(C3)C1)C2
4,not_antibacterial,CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO
5,not_antibacterial,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1
6,not_antibacterial,C=C1C(=O)OC2C=C(C)CCC=C(C)CCC12
7,not_antibacterial,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O
8,not_antibacterial,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
9,not_antibacterial,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1
10,not_antibacterial,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1
11,not_antibacterial,Nc1ccn(C2CCC(CO)O2)c(=O)n1
12,not_antibacterial,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
13,not_antibacterial,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12
14,not_antibacterial,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO
15,not_antibacterial,CC(C)C(C)C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C
16,not_antibacterial,CC(=O)NC(CS)C(=O)O
17,not_antibacterial,CC(C)(C)OC(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)OC(C)(C)C
18,not_antibacterial,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
19,not_antibacterial,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1.[Cl-].[H+]
20,not_antibacterial,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
21,not_antibacterial,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
22,not_antibacterial,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C
23,not_antibacterial,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
24,not_antibacterial,Cc1c(Sc2ccccc2)n(COCCO)c(=O)[nH]c1=O
25,not_antibacterial,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O
26,not_antibacterial,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
27,not_antibacterial,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
28,not_antibacterial,CC(=O)NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO
29,not_antibacterial,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1.O.O
30,not_antibacterial,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21.O
31,not_antibacterial,O.O.O.O.O.O.O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
32,not_antibacterial,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
33,not_antibacterial,Nc1ccn(C2CSC(CO)O2)c(=O)n1
34,not_antibacterial,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1
35,not_antibacterial,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
36,not_antibacterial,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
37,not_antibacterial,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
38,not_antibacterial,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
39,not_antibacterial,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
40,not_antibacterial,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
41,not_antibacterial,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O.O
42,not_antibacterial,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
43,not_antibacterial,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)C=CC(=O)O
44,not_antibacterial,CC(O)CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC1CC(=O)OCC2OC(OC(CCCCCCCCCCCCCC(CCCCCC(C)O)OC3OC(CO)C(O)C(O)C3O)CC(=O)OCC3OC(O1)C(O)C(O)C3O)C(O)C(O)C2O)OC1OC(CO)C(O)C(O)C1O
45,not_antibacterial,Cc1cc(O)cc(O)c1C(=O)OC(C)Cc1cc(O)cc(O)c1C(=O)OC(C)Cc1cc(O)cc(O)c1C(=O)OC(C)Cc1cc(O)cc(O)c1C(=O)O
46,not_antibacterial,CC(CCC1OC1(C)CO)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3=O
47,not_antibacterial,COc1cc(CCC(O)CC(=O)CCc2ccccc2)ccc1O
48,not_antibacterial,COc1ccc(O)c2c1CC1(C)C(C)CCC3C(C)(C)CCCC31O2
49,not_antibacterial,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
50,not_antibacterial,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
